A_D15_19,A_D15_20,A_D16_19,A_D16_20,A_D16_24,A_D21_24,A_D65PLS,A_RELRD,A_RU,FATALS,SCH_BUS,STATE,ST_CASE,YEAR
1,1,1,1,1,2,2,4,3,1,0,53,530151,2015
1,1,1,1,1,2,1,1,1,1,0,53,530152,2015
2,2,2,2,2,2,2,4,1,1,0,53,530153,2015
2,2,2,2,2,2,2,2,1,1,0,53,530154,2015
2,2,2,2,2,2,2,4,1,1,0,53,530155,2015
2,2,2,2,2,2,2,1,2,1,0,53,530156,2015
2,2,2,2,2,2,2,1,1,2,0,53,530158,2015
2,2,2,2,2,2,2,4,2,2,0,53,530159,2015
2,2,2,2,2,2,2,1,2,2,0,53,530160,2015
1,1,1,1,1,2,2,4,2,1,0,53,530161,2015
2,2,2,2,2,2,1,1,1,1,0,53,530162,2015
2,2,2,2,2,2,2,4,1,1,0,53,530163,2015
2,2,2,2,2,2,2,1,2,1,0,53,530164,2015
2,2,2,2,1,1,2,4,2,1,0,53,530165,2015
2,2,2,2,1,1,2,1,1,1,0,53,530166,2015
2,2,2,2,2,2,2,1,1,1,0,53,530167,2015
2,2,2,2,2,2,2,1,2,1,0,53,530168,2015
2,2,2,2,2,2,1,1,1,1,0,53,530169,2015
2,2,2,2,2,2,2,1,2,1,0,53,530170,2015
2,2,2,2,2,2,2,4,1,1,0,53,530171,2015
2,1,2,1,1,2,2,1,2,1,0,53,530172,2015
2,2,2,2,1,1,2,4,1,1,0,53,530173,2015
2,2,2,2,1,1,2,1,1,1,1,53,530174,2015
2,2,2,2,2,2,2,1,2,1,0,53,530175,2015
2,2,2,2,2,2,1,1,1,1,0,53,530176,2015
2,2,2,2,2,2,2,1,2,3,0,53,530177,2015
2,2,2,2,2,2,2,1,2,1,0,53,530178,2015
2,2,2,2,2,2,2,1,1,1,0,53,530179,2015
2,2,2,2,1,1,2,4,2,1,0,53,530180,2015
2,2,2,2,2,2,1,1,2,1,0,53,530181,2015
2,2,2,2,2,2,2,4,2,1,0,53,530182,2015
2,1,2,1,1,2,2,4,2,1,0,53,530183,2015
2,2,2,2,2,2,2,1,2,1,0,53,530184,2015
2,2,2,2,1,1,2,1,1,4,0,53,530185,2015
2,2,2,2,1,1,2,1,1,1,0,53,530186,2015
1,1,1,1,1,2,2,4,1,1,0,53,530187,2015
2,2,2,2,2,2,2,1,1,1,0,53,530188,2015
2,2,2,2,2,2,2,4,2,1,0,53,530189,2015
2,2,2,2,2,2,1,1,1,2,0,53,530190,2015
2,2,2,2,2,2,1,1,1,1,1,53,530191,2015
2,2,2,2,2,2,1,1,1,1,0,53,530192,2015
2,2,2,2,2,2,1,4,1,1,0,53,530193,2015
2,2,2,2,1,1,2,1,2,1,0,53,530194,2015
2,2,2,2,2,2,2,4,2,1,0,53,530195,2015
2,2,2,2,2,2,2,4,1,1,0,53,530196,2015
2,2,2,2,2,2,1,1,1,1,0,53,530197,2015
2,2,2,2,2,2,2,1,2,1,0,53,530198,2015
2,2,2,2,2,2,1,1,2,1,0,53,530199,2015
2,2,2,2,2,2,2,4,2,1,0,53,530200,2015
2,1,2,1,1,2,2,4,2,1,0,53,530201,2015
2,1,2,1,1,2,2,1,2,1,0,53,530202,2015
2,2,2,2,2,2,2,4,1,1,0,53,530203,2015
2,2,2,2,2,2,2,4,1,1,0,53,530205,2015
2,2,2,2,2,2,2,1,2,1,0,53,530206,2015
2,2,2,2,2,2,2,4,1,1,0,53,530207,2015
2,2,2,2,2,2,1,4,1,1,0,53,530209,2015
2,2,2,2,2,2,2,1,2,1,0,53,530210,2015
2,2,2,2,2,2,2,4,1,1,0,53,530211,2015
1,1,1,1,1,2,2,1,1,1,0,53,530212,2015
2,2,2,2,2,2,1,1,1,1,0,53,530213,2015
2,2,2,2,2,2,2,1,2,1,0,53,530214,2015
2,2,2,2,2,2,2,1,2,1,0,53,530215,2015
2,2,2,2,2,2,2,1,2,1,0,53,530216,2015
2,2,2,2,2,2,2,1,1,1,0,53,530217,2015
2,2,2,2,2,2,2,4,1,1,0,53,530218,2015
2,2,2,2,1,1,2,4,1,1,0,53,530219,2015
2,2,2,2,2,2,2,4,1,1,0,53,530220,2015
2,2,2,2,1,1,2,4,1,1,0,53,530221,2015
2,2,2,2,2,2,2,3,2,1,0,53,530222,2015
2,2,2,2,2,2,1,4,1,1,0,53,530223,2015
2,2,2,2,1,1,2,4,2,1,0,53,530224,2015
2,2,2,2,2,2,1,1,1,2,0,53,530226,2015
2,2,2,2,2,2,2,1,2,1,0,53,530227,2015
2,2,2,2,2,2,2,4,2,1,0,53,530228,2015
2,2,2,2,2,2,1,4,1,2,0,53,530229,2015
2,2,2,2,2,2,1,4,2,1,0,53,530230,2015
2,2,2,2,2,2,1,4,2,1,0,53,530231,2015
1,1,1,1,1,2,2,1,1,3,0,53,530232,2015
2,2,2,2,2,2,2,4,1,2,0,53,530233,2015
2,2,2,2,2,2,2,4,1,1,0,53,530234,2015
2,2,2,2,2,2,2,1,2,1,0,53,530235,2015
2,2,2,2,1,1,2,4,1,1,0,53,530236,2015
2,2,2,2,2,2,2,4,2,1,0,53,530237,2015
2,2,2,2,2,2,2,4,1,1,0,53,530238,2015
2,1,2,1,1,1,2,1,1,1,0,53,530239,2015
2,2,2,2,1,1,1,1,2,1,0,53,530241,2015
2,2,2,2,2,2,2,3,2,1,0,53,530242,2015
2,2,2,2,2,2,2,1,2,1,0,53,530244,2015
2,2,2,2,2,2,1,1,2,1,0,53,530245,2015
2,2,2,2,1,1,1,1,2,1,0,53,530246,2015
2,2,2,2,2,2,2,1,1,4,0,53,530247,2015
2,2,2,2,2,2,2,1,2,1,0,53,530248,2015
2,2,2,2,2,2,1,1,1,1,0,53,530249,2015
2,2,2,2,2,2,2,1,2,1,0,53,530250,2015
2,2,2,2,2,2,2,1,2,1,0,53,530251,2015
2,2,2,2,2,2,1,4,1,1,0,53,530252,2015
2,2,2,2,2,2,2,1,2,1,0,53,530253,2015
1,1,1,1,1,2,2,1,1,2,0,53,530254,2015
2,2,2,2,2,2,2,4,2,1,0,53,530255,2015
1,1,1,1,1,2,2,4,2,1,0,53,530256,2015
1,1,1,1,1,2,2,1,1,1,0,53,530257,2015
2,2,2,2,1,1,1,1,2,1,0,53,530258,2015
2,2,2,2,2,2,1,4,2,1,0,53,530259,2015
2,2,2,2,2,2,2,4,1,1,0,53,530260,2015
1,1,1,1,1,2,2,1,2,1,0,53,530262,2015
2,2,2,2,2,2,2,1,1,1,0,53,530265,2015
2,2,2,2,2,2,2,1,1,1,0,53,530266,2015
2,2,2,2,1,1,2,1,1,1,0,53,530267,2015
2,2,2,2,2,2,2,4,1,1,0,53,530268,2015
2,2,2,2,2,2,2,1,1,1,0,53,530269,2015
2,2,2,2,2,2,2,3,2,1,0,53,530270,2015
2,2,2,2,2,2,2,4,2,1,0,53,530271,2015
2,2,2,2,2,2,2,1,2,1,0,53,530272,2015
1,1,1,1,1,2,2,1,2,1,0,53,530273,2015
2,2,2,2,2,2,1,1,2,1,0,53,530274,2015
2,2,2,2,2,2,2,4,1,1,0,53,530275,2015
2,2,2,2,2,2,1,1,2,2,0,53,530276,2015
1,1,1,1,1,2,2,1,1,1,0,53,530277,2015
2,2,2,2,2,2,2,1,1,1,0,53,530278,2015
2,2,2,2,2,2,2,3,2,1,0,53,530279,2015
2,2,2,2,2,2,2,4,2,1,0,53,530280,2015
2,2,2,2,2,2,2,1,1,1,0,53,530281,2015
2,2,2,2,2,2,2,4,1,1,0,53,530282,2015
2,1,2,1,1,2,2,2,1,1,0,53,530283,2015
2,2,2,2,2,2,2,1,2,1,0,53,530284,2015
2,2,2,2,2,2,1,1,1,1,0,53,530285,2015
2,2,2,2,2,2,2,1,2,1,0,53,530286,2015
2,2,2,2,2,2,2,1,1,1,0,53,530287,2015
2,2,2,2,2,2,2,1,1,1,0,53,530288,2015
1,1,1,1,1,2,2,1,2,1,0,53,530289,2015
2,2,2,2,1,1,2,4,2,1,0,53,530290,2015
2,2,2,2,2,2,2,4,1,1,0,53,530291,2015
2,2,2,2,1,1,2,1,1,1,0,53,530292,2015
2,2,2,2,2,2,2,4,1,1,0,53,530293,2015
2,2,2,2,2,2,1,4,1,1,0,53,530294,2015
2,2,2,2,2,2,2,4,2,1,0,53,530296,2015
2,2,2,2,1,1,2,4,1,4,0,53,530297,2015
2,2,2,2,1,1,2,4,1,1,0,53,530298,2015
2,1,2,1,1,2,2,1,2,1,0,53,530300,2015
2,2,2,2,2,2,2,1,2,1,0,53,530301,2015
2,2,2,2,2,2,2,2,1,1,0,53,530302,2015
2,2,2,2,2,2,2,1,2,1,0,53,530303,2015
2,2,2,2,2,2,1,1,1,1,0,53,530304,2015
2,2,2,2,2,2,2,1,1,1,0,53,530305,2015
2,2,2,2,1,1,2,4,1,1,0,53,530306,2015
2,2,2,2,2,2,1,1,2,1,0,53,530307,2015
1,1,1,1,1,2,2,1,2,1,0,53,530309,2015
2,2,2,2,2,2,2,1,2,1,0,53,530310,2015
2,2,2,2,2,2,2,1,2,1,0,53,530311,2015
2,2,2,2,2,2,2,4,2,1,0,53,530312,2015
2,2,2,2,2,2,2,1,2,1,0,53,530314,2015
1,1,2,1,1,2,2,1,2,1,0,53,530315,2015
2,2,2,2,2,2,2,1,1,1,0,53,530316,2015
2,2,2,2,2,2,2,1,1,1,0,53,530318,2015
2,2,2,2,2,2,1,1,2,1,0,53,530319,2015
2,2,2,2,2,2,2,1,2,1,0,53,530320,2015
2,2,2,2,1,1,2,1,2,1,0,53,530321,2015
2,2,2,2,2,2,1,4,1,1,0,53,530322,2015
2,2,2,2,2,2,1,4,1,1,0,53,530323,2015
2,2,2,2,2,2,1,1,2,1,0,53,530324,2015
2,2,2,2,1,1,2,1,1,1,0,53,530325,2015
2,2,2,2,1,1,2,1,2,1,0,53,530326,2015
2,2,2,2,2,2,2,1,1,1,0,53,530327,2015
2,2,2,2,1,1,2,1,2,3,0,53,530328,2015
2,2,2,2,2,2,2,4,1,1,0,53,530329,2015
2,2,2,2,1,1,2,1,1,1,0,53,530330,2015
2,2,2,2,2,2,2,4,2,1,0,53,530331,2015
2,2,2,2,2,2,2,4,1,1,0,53,530332,2015
2,2,2,2,2,2,2,4,1,1,0,53,530333,2015
1,1,1,1,1,2,2,4,2,1,0,53,530334,2015
2,2,2,2,2,2,2,1,2,1,0,53,530335,2015
2,2,2,2,2,2,1,4,1,1,0,53,530336,2015
2,2,2,2,2,2,2,4,2,1,0,53,530337,2015
2,2,2,2,2,2,2,4,1,1,0,53,530338,2015
2,2,2,2,2,2,1,1,1,2,0,53,530339,2015
2,2,2,2,2,2,2,4,1,1,0,53,530340,2015
2,2,2,2,2,2,2,1,2,1,0,53,530341,2015
2,2,2,2,2,2,2,1,2,1,0,53,530342,2015
1,1,1,1,1,2,2,1,1,1,0,53,530343,2015
2,1,2,1,1,2,1,1,1,1,0,53,530344,2015
1,1,1,1,1,2,2,1,2,1,0,53,530345,2015
2,2,2,2,2,2,2,1,2,1,0,53,530346,2015
2,2,2,2,2,2,2,1,2,1,0,53,530347,2015
2,2,2,2,2,2,2,1,2,1,0,53,530348,2015
2,2,2,2,2,2,2,1,2,1,0,53,530349,2015
2,2,2,2,2,2,2,1,1,4,0,53,530350,2015
2,2,2,2,2,2,2,1,1,1,0,53,530351,2015
2,2,2,2,2,2,1,4,1,1,0,53,530352,2015
2,2,2,2,2,2,1,4,1,1,0,53,530353,2015
2,2,2,2,2,2,1,1,2,1,0,53,530354,2015
1,1,1,1,1,2,2,1,2,1,0,53,530356,2015
2,2,2,2,1,1,2,4,2,1,0,53,530357,2015
2,2,2,2,2,2,1,4,1,1,0,53,530358,2015
2,2,2,2,2,2,2,4,2,1,0,53,530359,2015
2,2,2,2,2,2,2,1,2,1,0,53,530360,2015
2,2,2,2,1,1,2,1,2,1,0,53,530361,2015
2,2,2,2,2,2,1,1,2,1,0,53,530362,2015
2,2,2,2,1,1,2,4,2,1,0,53,530363,2015
2,2,2,2,2,2,1,1,2,1,0,53,530364,2015
2,2,2,2,1,1,2,1,2,1,0,53,530365,2015
2,2,2,2,2,2,2,4,2,1,0,53,530366,2015
2,2,2,2,2,2,2,4,2,2,0,53,530367,2015
2,2,2,2,2,2,2,1,2,1,0,53,530368,2015
2,2,2,2,2,2,2,1,1,1,0,53,530369,2015
2,2,2,2,1,1,1,1,2,1,0,53,530370,2015
2,2,2,2,2,2,2,1,2,1,0,53,530371,2015
2,2,2,2,1,1,2,1,2,1,0,53,530372,2015
2,2,2,2,2,2,1,1,1,2,0,53,530374,2015
2,2,2,2,2,2,1,1,2,1,0,53,530375,2015
1,1,1,1,1,2,2,1,2,1,0,53,530376,2015
2,2,2,2,2,2,1,1,1,1,0,53,530377,2015
2,2,2,2,2,2,2,3,2,1,0,53,530378,2015
2,2,2,2,2,2,2,4,2,1,0,53,530379,2015
2,2,2,2,1,1,1,1,2,5,0,53,530380,2015
2,2,2,2,2,2,1,1,1,1,0,53,530381,2015
2,2,2,2,2,2,2,1,1,1,0,53,530382,2015
2,2,2,2,2,2,2,1,1,1,0,53,530383,2015
2,2,2,2,2,2,2,4,1,1,0,53,530384,2015
2,2,2,2,2,2,2,4,1,1,0,53,530385,2015
2,2,2,2,2,2,1,4,2,1,0,53,530386,2015
2,2,2,2,2,2,2,1,2,1,0,53,530387,2015
2,2,2,2,2,2,2,1,2,1,0,53,530388,2015
2,2,2,2,2,2,2,1,1,1,0,53,530389,2015
2,2,2,2,2,2,2,1,2,1,0,53,530390,2015
2,2,2,2,2,2,1,4,1,1,0,53,530391,2015
2,2,2,2,1,1,2,4,2,1,0,53,530392,2015
2,2,2,2,1,1,2,4,2,1,0,53,530393,2015
2,2,2,2,2,2,2,1,1,2,0,53,530394,2015
2,2,2,2,2,2,2,4,2,1,0,53,530395,2015
1,1,1,1,1,2,2,1,2,1,0,53,530396,2015
2,2,2,2,1,1,2,1,2,1,0,53,530397,2015
2,2,2,2,2,2,2,2,1,1,0,53,530398,2015
2,2,2,2,2,2,2,1,1,2,0,53,530399,2015
2,2,2,2,2,2,2,1,1,1,0,53,530400,2015
2,2,2,2,2,2,2,1,2,1,0,53,530401,2015
2,2,2,2,2,2,2,4,2,1,0,53,530402,2015
2,2,2,2,2,2,1,1,1,1,0,53,530403,2015
2,2,2,2,2,2,1,1,1,1,0,53,530404,2015
2,2,2,2,2,2,2,1,1,1,0,53,530405,2015
2,2,2,2,2,2,1,1,1,1,0,53,530406,2015
1,1,1,1,1,2,2,4,1,1,0,53,530407,2015
2,2,2,2,2,2,1,1,2,1,0,53,530408,2015
1,1,1,1,1,2,2,3,2,1,0,53,530409,2015
2,2,2,2,2,2,1,1,2,1,0,53,530410,2015
2,2,2,2,2,2,2,1,2,1,0,53,530411,2015
2,2,2,2,2,2,1,1,2,1,0,53,530412,2015
2,2,2,2,2,2,2,4,2,1,0,53,530413,2015
2,2,2,2,2,2,2,4,1,1,0,53,530414,2015
2,2,2,2,2,2,1,4,2,1,0,53,530415,2015
2,1,2,1,1,2,2,1,1,1,0,53,530416,2015
2,2,2,2,2,2,2,4,1,1,0,53,530418,2015
2,2,2,2,2,2,1,1,2,2,0,53,530419,2015
2,2,2,2,1,1,2,1,2,1,0,53,530420,2015
2,2,2,2,2,2,2,3,2,1,0,53,530421,2015
2,2,2,2,2,2,2,1,2,1,0,53,530422,2015
2,1,2,1,1,2,2,1,2,1,0,53,530423,2015
1,1,1,1,1,2,1,1,2,1,0,53,530424,2015
2,2,2,2,2,2,2,1,1,1,0,53,530425,2015
2,2,2,2,1,1,2,4,1,1,0,53,530426,2015
2,2,2,2,1,1,2,1,2,1,0,53,530427,2015
2,2,2,2,2,2,2,1,2,1,0,53,530428,2015
2,2,2,2,2,2,2,4,1,1,0,53,530429,2015
2,2,2,2,2,2,1,4,1,1,0,53,530430,2015
1,1,1,1,1,1,2,1,1,1,0,53,530431,2015
2,2,2,2,2,2,2,1,2,1,0,53,530432,2015
2,2,2,2,2,2,2,1,2,1,0,53,530433,2015
2,2,2,2,2,2,2,1,2,1,0,53,530434,2015
2,2,2,2,2,2,2,1,2,1,0,53,530435,2015
2,2,2,2,2,2,2,3,1,1,0,53,530436,2015
1,1,1,1,1,2,2,1,1,1,0,53,530437,2015
2,2,2,2,2,2,1,1,1,1,0,53,530438,2015
2,2,2,2,2,2,2,4,2,1,0,53,530439,2015
2,2,2,2,2,2,2,1,2,1,0,53,530440,2015
1,1,1,1,1,1,2,1,2,1,0,53,530442,2015
2,2,2,2,2,2,2,1,2,1,0,53,530443,2015
2,2,2,2,2,2,2,4,2,1,0,53,530444,2015
2,2,2,2,2,2,2,1,1,1,0,53,530445,2015
2,2,2,2,1,1,2,1,2,1,0,53,530446,2015
2,2,2,2,2,2,2,4,1,1,0,53,530447,2015
2,2,2,2,2,2,2,1,1,1,0,53,530448,2015
2,2,2,2,2,2,2,1,1,1,0,53,530449,2015
2,2,2,2,2,2,1,1,2,1,0,53,530450,2015
2,2,2,2,2,2,2,4,2,1,0,53,530451,2015
2,2,2,2,2,2,2,4,2,2,0,53,530452,2015
1,1,1,1,1,2,2,4,1,1,0,53,530453,2015
2,2,2,2,2,2,2,1,2,1,0,53,530454,2015
1,1,1,1,1,2,2,1,1,1,0,53,530455,2015
2,2,2,2,2,2,2,1,2,1,0,53,530456,2015
2,2,2,2,1,1,2,4,2,1,0,53,530457,2015
2,2,2,2,2,2,1,1,2,1,0,53,530458,2015
2,2,2,2,2,2,1,1,1,1,0,53,530459,2015
2,2,2,2,1,1,2,1,1,1,0,53,530460,2015
1,1,1,1,1,2,2,4,1,1,0,53,530461,2015
2,2,2,2,2,2,1,1,2,1,0,53,530462,2015
2,2,2,2,2,2,2,3,2,1,0,53,530463,2015
2,2,2,2,2,2,2,1,2,1,0,53,530464,2015
2,2,2,2,2,2,2,1,1,1,0,53,530465,2015
2,2,2,2,2,2,2,4,2,1,0,53,530466,2015
2,2,2,2,2,2,2,1,2,1,0,53,530467,2015
2,1,2,1,1,2,2,1,2,1,0,53,530468,2015
1,1,1,1,1,2,2,1,1,1,0,53,530469,2015
1,1,1,1,1,2,2,1,1,1,0,53,530470,2015
2,2,2,2,2,2,1,4,2,1,0,53,530471,2015
2,2,2,2,2,2,1,1,1,1,0,53,530472,2015
2,2,2,2,2,2,2,4,1,1,0,53,530473,2015
2,2,2,2,2,2,2,1,2,1,0,53,530474,2015
2,2,2,2,2,2,2,1,2,1,0,53,530475,2015
2,2,2,2,2,2,2,4,1,1,0,53,530476,2015
2,2,2,2,2,2,2,1,2,1,0,53,530477,2015
2,2,2,2,1,1,2,1,2,1,0,53,530478,2015
2,2,2,2,2,2,2,1,2,1,0,53,530479,2015
2,2,2,2,2,2,1,2,1,1,0,53,530480,2015
2,2,2,2,1,1,2,4,1,1,0,53,530481,2015
2,2,2,2,2,2,2,2,1,1,0,53,530482,2015
2,2,2,2,2,2,2,1,2,1,0,53,530483,2015
2,2,2,2,2,2,2,3,1,1,0,53,530484,2015
2,2,2,2,2,2,1,1,2,1,0,53,530485,2015
2,2,2,2,2,2,2,1,2,1,0,53,530486,2015
2,2,2,2,2,2,2,1,1,1,0,53,530487,2015
2,2,2,2,2,2,2,3,2,3,0,53,530489,2015
2,2,2,2,2,2,1,4,1,1,0,53,530490,2015
2,2,2,2,2,2,1,1,2,1,0,53,530491,2015
2,2,2,2,2,2,2,4,2,1,0,53,530492,2015
2,2,2,2,2,2,2,1,1,1,0,53,530493,2015
2,2,2,2,2,2,1,1,1,1,0,53,530494,2015
2,2,2,2,2,2,2,1,2,1,0,53,530496,2015
2,2,2,2,2,2,2,1,2,2,0,53,530497,2015
2,2,2,2,2,2,2,4,1,1,0,53,530498,2015
2,2,2,2,2,2,2,1,2,1,0,53,530499,2015
2,2,2,2,2,2,1,2,1,1,0,53,530500,2015
2,2,2,2,2,2,1,1,1,1,0,53,530501,2015
2,2,2,2,2,2,2,1,1,1,0,53,530503,2015
2,2,2,2,2,2,1,1,2,1,0,53,530504,2015
2,2,2,2,2,2,1,1,1,1,0,53,530505,2015
2,2,2,2,2,2,1,1,1,1,0,53,530506,2015
2,2,2,2,2,2,2,1,1,1,0,53,530507,2015
2,2,2,2,2,2,1,1,2,1,0,53,530508,2015
2,1,2,1,1,2,2,1,1,1,0,53,530509,2015
2,2,2,2,2,2,2,1,2,1,0,53,530510,2015
2,2,2,2,1,1,2,1,2,1,0,53,530511,2015
2,2,2,2,2,2,1,2,1,1,0,53,530512,2015
2,2,2,2,2,2,1,1,2,1,0,53,530513,2015
2,2,2,2,2,2,2,1,2,1,0,53,530514,2015
2,2,2,2,2,2,2,4,1,1,0,53,530515,2015
2,2,2,2,2,2,2,4,1,1,0,53,530516,2015
2,2,2,2,1,1,2,4,1,1,0,53,530517,2015
2,2,2,2,2,2,2,1,2,1,0,53,530518,2015
2,2,2,2,2,2,1,1,2,1,0,53,530519,2015
2,2,2,2,2,2,2,1,2,1,0,53,530521,2015
2,2,2,2,2,2,2,1,2,1,0,53,530524,2015
2,2,2,2,2,2,2,4,1,1,0,53,530525,2015
2,2,2,2,2,2,2,1,2,1,0,53,530526,2015
2,2,2,2,2,2,2,1,1,1,0,53,530527,2015
2,2,2,2,2,2,1,4,1,1,0,53,530528,2015
2,2,2,2,1,1,2,4,1,1,0,53,530529,2015
2,2,2,2,2,2,1,4,1,1,0,54,540001,2015
1,1,1,1,1,2,2,1,2,1,0,54,540002,2015
2,2,2,2,2,2,2,4,1,1,0,54,540003,2015
2,2,2,2,2,2,2,1,1,1,0,54,540004,2015
2,2,2,2,2,2,2,4,2,1,0,54,540005,2015
2,2,2,2,2,2,2,1,1,1,0,54,540006,2015
2,2,2,2,1,1,2,1,1,1,0,54,540007,2015
2,2,2,2,2,2,2,6,1,1,0,54,540008,2015
2,2,2,2,2,2,1,4,1,1,0,54,540009,2015
2,2,2,2,2,2,2,4,1,1,0,54,540010,2015
2,2,2,2,2,2,2,1,1,1,0,54,540011,2015
2,2,2,2,2,2,2,4,1,1,0,54,540012,2015
2,2,2,2,2,2,2,1,2,1,0,54,540013,2015
2,2,2,2,2,2,1,4,1,1,0,54,540014,2015
2,2,2,2,2,2,1,1,2,1,0,54,540015,2015
1,1,2,2,2,2,2,4,1,1,0,54,540016,2015
2,1,2,1,1,2,2,1,2,1,0,54,540017,2015
2,2,2,2,2,2,2,4,1,1,0,54,540018,2015
2,2,2,2,2,2,2,3,1,1,0,54,540019,2015
2,2,2,2,2,2,2,1,1,1,0,54,540020,2015
2,2,2,2,2,2,2,1,1,1,0,54,540021,2015
2,2,2,2,2,2,2,4,1,1,0,54,540022,2015
2,2,2,2,1,1,2,4,2,1,0,54,540023,2015
2,2,2,2,2,2,2,4,1,1,0,54,540024,2015
2,2,2,2,2,2,1,4,2,2,0,54,540025,2015
2,2,2,2,2,2,2,4,1,1,0,54,540026,2015
2,2,2,2,2,2,2,1,1,1,0,54,540027,2015
2,2,2,2,2,2,2,1,2,1,0,54,540028,2015
2,2,2,2,2,2,2,4,2,1,0,54,540029,2015
2,2,2,2,2,2,2,4,2,1,0,54,540030,2015
2,2,2,2,2,2,2,4,1,1,0,54,540031,2015
2,2,2,2,1,1,2,4,1,1,0,54,540032,2015
2,2,2,2,2,2,2,4,2,1,0,54,540033,2015
2,2,2,2,2,2,2,1,2,1,0,54,540034,2015
2,2,2,2,1,1,2,4,2,2,0,54,540035,2015
2,2,2,2,2,2,1,1,1,1,0,54,540036,2015
2,2,2,2,2,2,2,1,1,1,0,54,540037,2015
2,2,2,2,2,2,1,1,2,1,0,54,540038,2015
2,2,2,2,2,2,1,1,1,1,0,54,540039,2015
2,2,2,2,2,2,2,1,1,1,0,54,540040,2015
2,2,2,2,2,2,2,4,1,1,0,54,540041,2015
2,2,2,2,2,2,2,1,1,1,0,54,540042,2015
2,2,2,2,2,2,2,1,1,1,0,54,540043,2015
2,2,2,2,2,2,2,1,2,1,0,54,540044,2015
2,2,2,2,2,2,2,3,2,1,0,54,540045,2015
2,2,2,2,2,2,2,1,2,1,0,54,540046,2015
2,2,2,2,2,2,2,4,1,1,0,54,540047,2015
2,2,2,2,2,2,2,4,1,1,0,54,540048,2015
2,2,2,2,2,2,2,3,2,1,0,54,540049,2015
1,1,1,1,1,2,2,3,1,1,0,54,540050,2015
2,2,2,2,2,2,2,1,1,1,0,54,540051,2015
2,2,2,2,2,2,2,4,1,1,0,54,540052,2015
2,2,2,2,2,2,2,1,1,1,0,54,540053,2015
2,2,2,2,2,2,2,1,2,1,0,54,540054,2015
2,2,2,2,2,2,1,1,1,1,0,54,540055,2015
1,1,1,1,1,2,2,1,2,1,0,54,540056,2015
2,2,2,2,2,2,2,4,1,1,0,54,540057,2015
2,2,2,2,2,2,2,4,1,1,0,54,540058,2015
2,2,2,2,2,2,2,4,1,1,0,54,540059,2015
2,2,2,2,2,2,2,4,1,1,0,54,540060,2015
2,2,2,2,2,2,2,3,1,1,0,54,540061,2015
2,2,2,2,2,2,2,4,1,1,0,54,540062,2015
2,2,2,2,2,2,2,4,1,1,0,54,540063,2015
2,2,2,2,2,2,2,1,1,1,0,54,540064,2015
2,2,2,2,2,2,2,4,1,1,0,54,540065,2015
2,2,2,2,1,1,2,4,2,1,0,54,540066,2015
2,2,2,2,2,2,2,3,1,1,0,54,540067,2015
2,1,2,1,1,2,2,1,1,1,0,54,540068,2015
2,2,2,2,2,2,2,1,1,1,0,54,540069,2015
2,1,2,1,1,2,2,1,2,2,0,54,540070,2015
2,2,2,2,2,2,2,3,2,1,0,54,540071,2015
2,2,2,2,1,1,1,1,2,1,0,54,540072,2015
2,2,2,2,1,1,2,1,1,1,0,54,540073,2015
2,2,2,2,2,2,2,1,2,1,0,54,540074,2015
2,2,2,2,2,2,2,4,1,1,0,54,540075,2015
2,2,2,2,2,2,2,4,2,1,0,54,540076,2015
2,2,2,2,2,2,2,1,1,1,0,54,540077,2015
2,2,2,2,2,2,2,4,1,1,0,54,540078,2015
2,2,2,2,2,2,2,4,1,1,0,54,540079,2015
2,2,2,2,2,2,1,4,1,1,0,54,540080,2015
2,2,2,2,2,2,2,4,1,2,0,54,540081,2015
2,2,2,2,2,2,2,1,1,1,0,54,540082,2015
2,2,2,2,2,2,2,1,1,1,0,54,540083,2015
2,2,2,2,2,2,1,4,1,1,0,54,540084,2015
2,2,2,2,2,2,1,4,1,1,0,54,540085,2015
2,2,2,2,1,1,2,4,1,1,0,54,540086,2015
2,2,2,2,2,2,2,4,1,1,0,54,540087,2015
1,1,1,1,1,2,2,4,1,1,0,54,540088,2015
2,2,2,2,2,2,2,4,1,1,0,54,540089,2015
2,2,2,2,1,1,2,4,1,1,0,54,540090,2015
2,2,2,2,1,1,2,1,1,1,0,54,540091,2015
2,2,2,2,2,2,1,4,1,1,0,54,540092,2015
2,1,2,1,1,2,2,1,1,1,0,54,540093,2015
2,2,2,2,2,2,2,1,1,1,0,54,540094,2015
2,2,2,2,2,2,2,4,1,1,0,54,540095,2015
2,2,2,2,2,2,1,1,1,1,0,54,540096,2015
2,2,2,2,2,2,2,1,1,1,0,54,540097,2015
2,2,2,2,2,2,2,1,2,1,0,54,540098,2015
2,2,2,2,2,2,2,1,1,2,0,54,540099,2015
2,2,2,2,2,2,2,4,1,2,0,54,540100,2015
2,2,2,2,2,2,2,4,2,1,0,54,540101,2015
1,1,1,1,1,2,2,1,1,1,0,54,540102,2015
2,2,2,2,2,2,2,4,2,1,0,54,540103,2015
2,2,2,2,1,1,2,4,2,1,0,54,540104,2015
2,2,2,2,2,2,2,1,2,1,0,54,540105,2015
2,2,2,2,2,2,2,4,1,1,0,54,540106,2015
2,2,2,2,2,2,2,4,1,1,0,54,540107,2015
2,2,2,2,1,1,2,4,1,1,0,54,540108,2015
