A_CT,A_D15_19,A_D15_20,A_D16_19,A_D16_20,A_D16_24,A_D21_24,A_D65PLS,A_LT,A_MC,A_PED,A_PEDAL,A_PEDAL_F,A_PED_F,A_RD,A_RELRD,FATALS,SCH_BUS,STATE,STATENAME,ST_CASE,YEAR
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,41,Oregon,410390,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,0,41,Oregon,410391,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,41,Oregon,410392,2019
2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,0,41,Oregon,410394,2019
1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,4,1,0,41,Oregon,410395,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,41,Oregon,410396,2019
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,41,Oregon,410397,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,41,Oregon,410398,2019
2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,0,41,Oregon,410399,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,41,Oregon,410400,2019
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,41,Oregon,410401,2019
2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,3,0,41,Oregon,410402,2019
2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,41,Oregon,410403,2019
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,41,Oregon,410404,2019
2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,0,41,Oregon,410405,2019
1,2,2,2,2,2,2,1,2,2,2,1,1,2,2,1,1,0,41,Oregon,410406,2019
2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,0,41,Oregon,410407,2019
2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,0,41,Oregon,410408,2019
2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,0,41,Oregon,410409,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,41,Oregon,410410,2019
1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4,1,0,41,Oregon,410411,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,41,Oregon,410412,2019
1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,4,1,0,41,Oregon,410413,2019
2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,0,41,Oregon,410414,2019
1,2,2,2,2,2,2,1,2,1,2,2,2,2,1,4,1,0,41,Oregon,410415,2019
2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,0,41,Oregon,410416,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,41,Oregon,410417,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,41,Oregon,410418,2019
2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,41,Oregon,410419,2019
1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,0,41,Oregon,410420,2019
1,2,2,2,2,2,2,1,2,2,1,2,2,1,2,1,1,0,41,Oregon,410421,2019
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,41,Oregon,410422,2019
1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,4,1,0,41,Oregon,410423,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,41,Oregon,410424,2019
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,41,Oregon,410425,2019
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,41,Oregon,410426,2019
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,41,Oregon,410427,2019
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,41,Oregon,410428,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,41,Oregon,410429,2019
1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4,1,0,41,Oregon,410430,2019
2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,0,41,Oregon,410431,2019
3,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,0,41,Oregon,410432,2019
2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,0,41,Oregon,410433,2019
2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,0,41,Oregon,410434,2019
2,2,2,2,2,1,1,1,1,2,2,2,2,2,1,1,1,0,41,Oregon,410435,2019
3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,0,41,Oregon,410436,2019
1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,0,41,Oregon,410437,2019
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,41,Oregon,410438,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,41,Oregon,410439,2019
1,2,2,2,2,2,2,1,2,2,1,2,2,1,2,1,1,0,41,Oregon,410440,2019
1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4,1,0,41,Oregon,410441,2019
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,41,Oregon,410442,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,41,Oregon,410443,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,41,Oregon,410444,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,41,Oregon,410446,2019
2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,0,41,Oregon,410448,2019
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,41,Oregon,410449,2019
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,41,Oregon,410450,2019
2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,0,41,Oregon,410451,2019
2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,0,41,Oregon,410452,2019
2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,0,41,Oregon,410453,2019
1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,4,1,0,41,Oregon,410454,2019
2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,41,Oregon,410455,2019
1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4,1,0,41,Oregon,410456,2019
2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,3,0,41,Oregon,410457,2019
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,41,Oregon,410458,2019
2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,0,41,Oregon,410460,2019
1,2,1,2,1,1,2,2,2,2,2,2,2,2,1,4,1,0,41,Oregon,410461,2019
2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,0,41,Oregon,410462,2019
1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,0,41,Oregon,410463,2019
1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4,1,0,41,Oregon,410464,2019
2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,1,0,41,Oregon,410465,2019
1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,4,1,0,41,Oregon,410466,2019
1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4,1,0,41,Oregon,410467,2019
2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,0,41,Oregon,410468,2019
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,41,Oregon,410469,2019
1,2,1,2,1,1,2,2,2,2,2,2,2,2,1,4,1,0,42,Pennsylvania,420001,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,42,Pennsylvania,420002,2019
2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,42,Pennsylvania,420003,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,42,Pennsylvania,420004,2019
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,42,Pennsylvania,420005,2019
1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,0,42,Pennsylvania,420006,2019
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,42,Pennsylvania,420007,2019
2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,0,42,Pennsylvania,420008,2019
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,42,Pennsylvania,420009,2019
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,42,Pennsylvania,420010,2019
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,42,Pennsylvania,420011,2019
2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,0,42,Pennsylvania,420012,2019
2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,0,42,Pennsylvania,420013,2019
2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,0,42,Pennsylvania,420014,2019
2,2,1,2,1,1,2,2,2,2,2,2,2,2,1,1,1,0,42,Pennsylvania,420015,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,42,Pennsylvania,420016,2019
2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,0,42,Pennsylvania,420017,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,42,Pennsylvania,420018,2019
3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,0,42,Pennsylvania,420019,2019
3,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,0,42,Pennsylvania,420020,2019
2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,0,42,Pennsylvania,420021,2019
2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,0,42,Pennsylvania,420022,2019
2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,0,42,Pennsylvania,420023,2019
1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4,1,0,42,Pennsylvania,420024,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,42,Pennsylvania,420025,2019
2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,0,42,Pennsylvania,420026,2019
2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,42,Pennsylvania,420027,2019
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,42,Pennsylvania,420028,2019
2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,42,Pennsylvania,420029,2019
2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,42,Pennsylvania,420030,2019
1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,4,1,0,42,Pennsylvania,420031,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,42,Pennsylvania,420032,2019
1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,4,1,0,42,Pennsylvania,420033,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,42,Pennsylvania,420034,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,42,Pennsylvania,420035,2019
1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,0,42,Pennsylvania,420036,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,42,Pennsylvania,420037,2019
3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,42,Pennsylvania,420038,2019
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,42,Pennsylvania,420039,2019
2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,0,42,Pennsylvania,420040,2019
2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,0,42,Pennsylvania,420041,2019
1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4,1,0,42,Pennsylvania,420042,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,42,Pennsylvania,420043,2019
2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,0,42,Pennsylvania,420044,2019
2,1,1,1,1,1,2,2,2,2,1,2,2,1,2,1,1,0,42,Pennsylvania,420045,2019
1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4,1,0,42,Pennsylvania,420046,2019
3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,42,Pennsylvania,420047,2019
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,42,Pennsylvania,420048,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,42,Pennsylvania,420049,2019
2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,0,42,Pennsylvania,420050,2019
1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4,1,0,42,Pennsylvania,420051,2019
1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,4,1,0,42,Pennsylvania,420052,2019
2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,0,42,Pennsylvania,420053,2019
2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,42,Pennsylvania,420054,2019
1,2,2,2,2,2,2,1,2,2,1,2,2,1,2,1,1,0,42,Pennsylvania,420055,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,42,Pennsylvania,420056,2019
3,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,1,0,42,Pennsylvania,420057,2019
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,42,Pennsylvania,420058,2019
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,42,Pennsylvania,420059,2019
1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4,1,0,42,Pennsylvania,420060,2019
2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,0,42,Pennsylvania,420061,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,42,Pennsylvania,420062,2019
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,42,Pennsylvania,420063,2019
1,2,2,2,2,2,2,1,2,2,1,2,2,1,2,1,1,0,42,Pennsylvania,420064,2019
2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,1,1,0,42,Pennsylvania,420065,2019
2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,42,Pennsylvania,420066,2019
2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,0,42,Pennsylvania,420067,2019
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,42,Pennsylvania,420068,2019
2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,0,42,Pennsylvania,420069,2019
2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,1,0,42,Pennsylvania,420070,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,42,Pennsylvania,420071,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,42,Pennsylvania,420072,2019
1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,4,1,0,42,Pennsylvania,420073,2019
1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,4,2,0,42,Pennsylvania,420074,2019
1,2,2,2,2,2,2,1,2,2,1,2,2,1,2,1,1,0,42,Pennsylvania,420075,2019
1,2,1,2,1,1,2,2,2,2,2,2,2,2,1,4,1,0,42,Pennsylvania,420076,2019
3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,42,Pennsylvania,420077,2019
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,42,Pennsylvania,420078,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,42,Pennsylvania,420079,2019
1,2,2,2,2,2,2,1,2,2,1,2,2,1,2,1,1,0,42,Pennsylvania,420080,2019
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,42,Pennsylvania,420081,2019
1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,0,42,Pennsylvania,420082,2019
1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4,1,0,42,Pennsylvania,420083,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,0,42,Pennsylvania,420084,2019
2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,4,1,0,42,Pennsylvania,420085,2019
1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,4,1,0,42,Pennsylvania,420086,2019
1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,4,1,0,42,Pennsylvania,420087,2019
1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4,1,0,42,Pennsylvania,420088,2019
2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,42,Pennsylvania,420089,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,42,Pennsylvania,420090,2019
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,42,Pennsylvania,420091,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,42,Pennsylvania,420092,2019
2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,42,Pennsylvania,420093,2019
2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,42,Pennsylvania,420094,2019
2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,0,42,Pennsylvania,420095,2019
1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4,1,0,42,Pennsylvania,420096,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,42,Pennsylvania,420097,2019
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,42,Pennsylvania,420098,2019
2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,42,Pennsylvania,420099,2019
2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,1,2,0,42,Pennsylvania,420100,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,42,Pennsylvania,420101,2019
1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,4,1,0,42,Pennsylvania,420102,2019
1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,4,1,0,42,Pennsylvania,420103,2019
3,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,0,42,Pennsylvania,420104,2019
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,42,Pennsylvania,420105,2019
2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,2,0,42,Pennsylvania,420106,2019
1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,4,1,0,42,Pennsylvania,420107,2019
1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,4,1,0,42,Pennsylvania,420108,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,42,Pennsylvania,420109,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,42,Pennsylvania,420110,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,42,Pennsylvania,420111,2019
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,42,Pennsylvania,420112,2019
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,42,Pennsylvania,420113,2019
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,42,Pennsylvania,420114,2019
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,42,Pennsylvania,420115,2019
1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,4,1,0,42,Pennsylvania,420116,2019
2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,0,42,Pennsylvania,420117,2019
1,1,1,1,1,1,2,2,2,2,1,2,2,1,1,4,1,0,42,Pennsylvania,420118,2019
2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,0,42,Pennsylvania,420119,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,0,42,Pennsylvania,420120,2019
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,42,Pennsylvania,420121,2019
2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,42,Pennsylvania,420122,2019
2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,0,42,Pennsylvania,420123,2019
1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,0,42,Pennsylvania,420124,2019
1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,4,1,0,42,Pennsylvania,420125,2019
1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,4,1,0,42,Pennsylvania,420126,2019
2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,0,42,Pennsylvania,420127,2019
2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,42,Pennsylvania,420128,2019
2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,1,0,42,Pennsylvania,420129,2019
1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,4,2,0,42,Pennsylvania,420130,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,42,Pennsylvania,420131,2019
3,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,1,0,42,Pennsylvania,420132,2019
3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,0,42,Pennsylvania,420133,2019
1,2,2,2,2,2,2,1,2,2,1,2,2,1,2,1,1,0,42,Pennsylvania,420134,2019
1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,0,42,Pennsylvania,420135,2019
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,42,Pennsylvania,420136,2019
2,1,1,1,1,1,2,2,1,2,2,2,2,2,1,1,1,0,42,Pennsylvania,420137,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,42,Pennsylvania,420138,2019
1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,1,0,42,Pennsylvania,420139,2019
2,2,1,2,1,1,2,1,2,2,2,2,2,2,1,1,1,0,42,Pennsylvania,420140,2019
2,1,1,1,1,1,2,2,1,2,2,2,2,2,1,1,1,0,42,Pennsylvania,420141,2019
1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,4,1,0,42,Pennsylvania,420142,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,42,Pennsylvania,420143,2019
1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,4,1,0,42,Pennsylvania,420144,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,42,Pennsylvania,420145,2019
3,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,0,42,Pennsylvania,420146,2019
1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,4,1,0,42,Pennsylvania,420147,2019
3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,0,42,Pennsylvania,420148,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,42,Pennsylvania,420149,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,42,Pennsylvania,420150,2019
1,2,2,2,2,2,2,2,1,2,1,2,2,1,2,1,1,0,42,Pennsylvania,420151,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,42,Pennsylvania,420152,2019
1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,1,0,42,Pennsylvania,420153,2019
1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,4,1,0,42,Pennsylvania,420154,2019
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,6,1,0,42,Pennsylvania,420155,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,42,Pennsylvania,420156,2019
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,42,Pennsylvania,420157,2019
1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,4,1,0,42,Pennsylvania,420158,2019
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,42,Pennsylvania,420159,2019
1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,4,1,0,42,Pennsylvania,420160,2019
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,42,Pennsylvania,420161,2019
2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,0,42,Pennsylvania,420162,2019
2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,0,42,Pennsylvania,420163,2019
2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,0,42,Pennsylvania,420164,2019
2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,0,42,Pennsylvania,420165,2019
2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,0,42,Pennsylvania,420166,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,42,Pennsylvania,420167,2019
2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,0,42,Pennsylvania,420168,2019
1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,4,1,0,42,Pennsylvania,420169,2019
1,2,1,2,1,1,2,2,2,2,2,2,2,2,1,4,1,0,42,Pennsylvania,420170,2019
2,2,2,2,2,1,1,2,1,2,2,2,2,2,1,1,1,0,42,Pennsylvania,420171,2019
2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,0,42,Pennsylvania,420172,2019
2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,0,42,Pennsylvania,420173,2019
1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,4,1,0,42,Pennsylvania,420174,2019
2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,0,42,Pennsylvania,420175,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,42,Pennsylvania,420176,2019
1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,4,1,0,42,Pennsylvania,420177,2019
1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,0,42,Pennsylvania,420178,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,42,Pennsylvania,420179,2019
1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4,1,0,42,Pennsylvania,420180,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,42,Pennsylvania,420181,2019
3,1,1,1,1,1,2,1,1,2,2,2,2,2,2,1,1,0,42,Pennsylvania,420182,2019
2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,0,42,Pennsylvania,420183,2019
1,2,2,2,2,1,1,2,2,2,1,2,2,1,2,1,1,0,42,Pennsylvania,420184,2019
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,42,Pennsylvania,420185,2019
1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,4,1,0,42,Pennsylvania,420186,2019
2,1,1,1,1,1,2,2,2,2,1,2,2,1,2,1,1,0,42,Pennsylvania,420187,2019
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,42,Pennsylvania,420188,2019
2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,1,1,0,42,Pennsylvania,420189,2019
2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,0,42,Pennsylvania,420190,2019
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,42,Pennsylvania,420191,2019
1,1,1,1,1,1,2,2,2,2,1,2,2,1,2,1,1,0,42,Pennsylvania,420192,2019
2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,0,42,Pennsylvania,420193,2019
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,0,42,Pennsylvania,420194,2019
